"Gene","p_value","log2FC","pct.1","pct.2","q_value","neg_log10_p","Classification"
"Rab43",0.00016765763647022,-0.993327519013392,0.144,0.161,1,0,"NO"
"Rpl21",0.000167906753983556,-0.7425919062882,0.157,0.123,1,0,"NO"
"Mark2",0.000172846056474811,-0.430030545072375,0.475,0.361,1,0,"NO"
"Uba5",0.00017920676806465,-0.60824328144577,0.148,0.116,1,0,"NO"
"Gm16286",0.000180797193714239,-0.677890030286996,0.115,0.089,1,0,"NO"
"Washc5",0.000181009466886826,-0.55610879627036,0.143,0.113,1,0,"NO"
"Igf1r",0.000181964665700644,-0.0781278917983861,0.608,0.471,1,0,"NO"
"Bax",0.000189529823626914,-1.34311130326214,0.101,0.117,1,0,"NO"
"Clstn1",0.0001927481005424,-0.514711560358751,0.253,0.2,1,0,"NO"
"Arhgef2",0.000193465352615778,-0.546759784767823,0.431,0.329,1,0,"NO"
"Gfod1",0.000213386955640058,-0.600179335262078,0.269,0.214,1,0,"NO"
"Atm",0.000217905011661984,-1.0212215455091,0.199,0.207,1,0,"NO"
"Rhoj",0.000219623217934082,0.195441806579237,0.266,0.231,1,0,"NO"
"Dclk2",0.000226221650623119,-0.449480182992137,0.26,0.209,1,0,"NO"
"Pdhb",0.00022968947387718,-0.7681664685745,0.113,0.087,1,0,"NO"
"Slc38a2",0.000231475459100881,-0.20740690834376,0.387,0.315,1,0,"NO"
"Mad1l1",0.000233737599751336,-0.338698633824315,0.324,0.258,1,0,"NO"
"Zfp512b",0.000256278169181041,-0.806927414372549,0.113,0.087,1,0,"NO"
"Fxr2",0.000257300901317379,-0.61317797902649,0.255,0.201,1,0,"NO"
"Ube2n",0.000270408480660433,-0.560930283423184,0.16,0.126,1,0,"NO"
"Rogdi",0.000271098510834658,-0.791553510052053,0.127,0.098,1,0,"NO"
"Dgkh",0.000274286163820745,-0.456946083893633,0.199,0.16,1,0,"NO"
"Crk",0.000278785074670169,-0.550231956239401,0.22,0.175,1,0,"NO"
"R3hcc1l",0.000280185916290196,-0.434342504497826,0.187,0.15,1,0,"NO"
"Xpo5",0.000286328577869877,-0.554033642786189,0.119,0.093,1,0,"NO"
"Grm8",0.000288636560076864,-0.269663051429511,0.084,0.104,1,0,"NO"
"Lncpint",0.000289363340158645,-0.219778213274744,0.63,0.499,1,0,"NO"
"Itga4",0.000289751531885835,-0.588254865412498,0.092,0.11,1,0,"NO"
"Zup1",0.000296665725359432,-0.541943047166383,0.295,0.234,1,0,"NO"
"Rab5c",0.000299499035263208,-0.498142400242519,0.139,0.11,1,0,"NO"
"BC005537",0.00030100081322695,-0.95685677653106,0.349,0.323,1,0,"NO"
"Arhgap18",0.000315377519331065,-0.189031869014785,0.154,0.126,1,0,"NO"
"Ube2q1",0.000321202608031498,-1.10855495092135,0.116,0.132,1,0,"NO"
"Zfat",0.00032308992717614,-0.426422893706098,0.13,0.102,1,0,"NO"
"Chsy3",0.000324451934248323,-0.763364085970701,0.23,0.24,1,0,"NO"
"Spats2",0.000328231715696183,-1.00535128529961,0.168,0.179,1,0,"NO"
"Ccdc6",0.000331215246239399,-1.0088166111784,0.191,0.2,1,0,"NO"
"Kdm2a",0.000332963601642215,-0.457404386564995,0.491,0.375,1,0,"NO"
"Erp44",0.000333892223856626,-0.649159675040637,0.16,0.126,1,0,"NO"
"Deptor",0.0003420413243375,-0.97646385826092,0.101,0.118,1,0,"NO"
"B4galt1",0.000344985954018345,-0.663978659427994,0.161,0.18,1,0,"NO"
"Bms1",0.000351943793427371,-1.20968738760639,0.152,0.164,1,0,"NO"
"2900097C17Rik",0.000353664889841023,-0.479374397421772,0.11,0.085,1,0,"NO"
"Trank1",0.000363400548115057,-1.48510753097653,0.114,0.128,1,0,"NO"
"Aim2",0.00036834767973636,-0.665318050713051,0.172,0.19,1,0,"NO"
"Smc1a",0.000368717869372638,-0.593135393591438,0.207,0.165,1,0,"NO"
"Cmtm4",0.000377800931603467,-0.259700455412297,0.118,0.093,1,0,"NO"
"Tmem265",0.000380808931223006,-1.34365450494079,0.089,0.104,1,0,"NO"
"Actg1",0.000385683839609175,-0.807532894406776,0.151,0.118,1,0,"NO"
"Dhx8",0.000392445432073921,-0.442160231589765,0.118,0.093,1,0,"NO"
"Arpc1b",0.000396980975235982,-0.729940143511941,0.163,0.179,1,0,"NO"
"Atp5g2",0.000401015761124813,-0.776454781719347,0.125,0.097,1,0,"NO"
"S100pbp",0.000411265427194243,-0.625182068756889,0.18,0.143,1,0,"NO"
"Ube2r2",0.00041743015367196,-0.406656912777584,0.351,0.277,1,0,"NO"
"Crocc",0.000428637239904749,-1.49649360672302,0.089,0.104,1,0,"NO"
"Rps29",0.000429983113848362,-0.704601533113281,0.12,0.094,1,0,"NO"
"Ggnbp2",0.000433242121129282,-0.457136892072077,0.477,0.362,1,0,"NO"
"Utp6",0.000442551573703671,-0.990295408964408,0.121,0.136,1,0,"NO"
"Slc45a4",0.000444813168572054,-0.470138110526843,0.12,0.095,1,0,"NO"
"Cdk2ap1",0.000445131087594521,-0.503254034551268,0.108,0.085,1,0,"NO"
"Atp5b",0.000449551583706903,-0.704284586198088,0.195,0.155,1,0,"NO"
"Rreb1",0.000460219271813045,0.128098128840614,0.341,0.302,1,0,"NO"
"Eif5b",0.000468555412185532,-0.505824874495454,0.28,0.223,1,0,"NO"
"Nelfa",0.00047779238937124,-1.13547234624236,0.101,0.116,1,0,"NO"
"Cic",0.000477796084957102,-0.618851079484522,0.149,0.118,1,0,"NO"
"Smarcc1",0.00048534739462616,-0.555528234786039,0.285,0.226,1,0,"NO"
"Wdr1",0.000487150236143729,-1.22698922419762,0.133,0.146,1,0,"NO"
"Ubtf",0.00048879069675379,-1.21036324599192,0.153,0.164,1,0,"NO"
"Ndufaf4",0.000508450991274592,-1.04918124554148,0.094,0.109,1,0,"NO"
"Ubc",0.000513694420415357,-0.649585203323312,0.144,0.114,1,0,"NO"
"Dhx15",0.000531978371422815,-1.00283498297223,0.25,0.246,1,0,"NO"
"Ankrd16",0.000539514170106769,-0.639523148458197,0.16,0.127,1,0,"NO"
"Wdr75",0.000553539289899319,-1.23837998027762,0.091,0.106,1,0,"NO"
"Hspa4",0.000554412270439441,-0.901922689639237,0.26,0.255,1,0,"NO"
"Cflar",0.000561975223183061,-0.228228473398443,0.238,0.2,1,0,"NO"
"Trmt1l",0.000574100567664814,-1.00464853201974,0.239,0.238,1,0,"NO"
"Yars",0.000593839868342535,-0.593859208963033,0.206,0.165,1,0,"NO"
"Nr6a1",0.000597023590605867,-0.800294232865454,0.236,0.241,1,0,"NO"
"Sidt2",0.000597868763742397,-0.749224921673832,0.18,0.143,1,0,"NO"
"Etv5",0.000620146772660451,-0.424428050495321,0.182,0.149,1,0,"NO"
"Rbbp5",0.000628815913173307,-0.632820401742724,0.151,0.12,1,0,"NO"
"Prkce",0.000637026335980008,-0.528023305616788,0.46,0.432,1,0,"NO"
"Zbtb34",0.000662731619750032,-0.464212955768543,0.101,0.079,1,0,"NO"
"Usp5",0.000671573535634965,-0.667317203261905,0.128,0.101,1,0,"NO"
"Hsf2",0.000675770451270829,-1.35703301620582,0.101,0.115,1,0,"NO"
"Sec63",0.000678884824675638,-0.945875233701764,0.295,0.281,1,0,"NO"
"Atp5l",0.00071226482099487,-0.933181616277201,0.103,0.08,1,0,"NO"
"Magt1",0.000721529125085552,-0.500576910832016,0.151,0.121,1,0,"NO"
"Pdia6",0.000721606392104518,-1.31222708165362,0.133,0.145,1,0,"NO"
"Taz",0.000725082926343706,-1.02382479130456,0.198,0.204,1,0,"NO"
"Rab24",0.000743865608077913,-0.845710304653624,0.119,0.093,1,0,"NO"
"Ash2l",0.00074596148650748,-0.619635991503139,0.143,0.114,1,0,"NO"
"Nufip2",0.000747301435482802,-0.553771236446974,0.307,0.244,1,0,"NO"
"Shc4",0.000750705452507539,-0.0430797853022171,0.132,0.11,1,0,"NO"
"Caprin1",0.00075196523711603,-0.559634316575535,0.339,0.266,1,0,"NO"
"Rsrc1",0.00075253122874765,-0.415534520240335,0.392,0.308,1,0,"NO"
"Pias4",0.000778723545491534,-0.653058218949892,0.121,0.095,1,0,"NO"
"Jazf1",0.000782000176340378,-0.330746938307005,0.218,0.18,1,0,"NO"
"Sptbn4",0.000783976623849733,-0.772717257404395,0.157,0.125,1,0,"NO"
"Tcf20",0.000804702207156942,-0.495931865885424,0.387,0.305,1,0,"NO"
"Ddx31",0.000814931004593253,-0.25507724035567,0.121,0.097,1,0,"NO"
"Zcchc2",0.0008358560116697,-0.455399891027516,0.148,0.12,1,0,"NO"
"Tbl1x",0.000836179537268129,-0.389972267304531,0.461,0.357,1,0,"NO"
"Mdfic",0.000851563084142312,-0.568003271746917,0.112,0.131,1,0,"NO"
"Nol8",0.000871905917596016,-0.928013994893727,0.105,0.12,1,0,"NO"
"Pcmt1",0.00089249201586769,-0.970254043587629,0.24,0.238,1,0,"NO"
"Nrp2",0.000905273133178519,-0.0842711685414484,0.193,0.163,1,0,"NO"
"Zfp808",0.00092289707745767,-0.357078549818016,0.121,0.098,1,0,"NO"
"Ddx46",0.000933764404102984,-0.652123069775476,0.343,0.266,1,0,"NO"
"Rad17",0.000948108892107784,-0.608019278046044,0.169,0.136,1,0,"NO"
"Snx5",0.000949867799964478,-0.698129118265599,0.225,0.235,1,0,"NO"
"Mrps28",0.00102598364316502,-0.526257803976307,0.169,0.138,1,0,"NO"
"Rpl37a",0.001082492948594,-1.3235629647975,0.11,0.124,1,0,"NO"
"Ube2i",0.00116383222229842,-0.737505666813628,0.179,0.143,1,0,"NO"
"Ppia",0.00119065001957994,-1.0556967304246,0.148,0.118,1,0,"NO"
"Eif4h",0.00120468489054221,-0.507163499778732,0.226,0.184,1,0,"NO"
"Usp6nl",0.00120537813281769,-0.435077151630077,0.253,0.207,1,0,"NO"
"Trmt11",0.00121554161359163,-0.671089767946857,0.154,0.123,1,0,"NO"
"Foxp4",0.00125263718141263,-0.981915619680433,0.097,0.112,1,0,"NO"
"Man2a1",0.00130082701005804,-0.423532072370647,0.213,0.176,1,0,"NO"
"Dip2c",0.0013060891779034,-0.556135797882256,0.578,0.487,1,0,"NO"
"Adamts20",0.00130713183524955,-0.307471208542283,0.146,0.12,1,0,"NO"
"Ascc2",0.00130737255053429,-1.06510249175906,0.206,0.21,1,0,"NO"
"Zswim6",0.0013209579248037,-0.488814134625892,0.604,0.516,1,0,"NO"
"Arl5a",0.00134647234956499,-0.709508168966104,0.153,0.123,1,0,"NO"
"Arid5b",0.00138908170412022,-0.37589442332547,0.504,0.41,1,0,"NO"
"Ttc27",0.00143627379455865,-0.436130913780185,0.11,0.088,1,0,"NO"
"March6",0.00144939245160157,-0.528320941119268,0.297,0.237,1,0,"NO"
"Tec",0.00149932607244264,-0.360564253791134,0.134,0.11,1,0,"NO"
"Galnt11",0.00150612594836525,-0.542018539093723,0.201,0.164,1,0,"NO"
"Dus3l",0.00150629043725083,-0.716073118453981,0.109,0.087,1,0,"NO"
"Rrbp1",0.00154326093535769,-0.359526351829464,0.378,0.309,1,0,"NO"
"Dynll1",0.00157039512246502,-0.750076200618575,0.107,0.085,1,0,"NO"
"Helz",0.00160105433063571,-0.466398778490439,0.342,0.275,1,0,"NO"
"Etf1",0.00161762444547289,-0.621863915126531,0.17,0.138,1,0,"NO"
"Pmepa1",0.00164521509403353,-0.601759555025616,0.249,0.255,1,0,"NO"
"Nup205",0.00167887490938754,-1.02680893465054,0.148,0.158,1,0,"NO"
"Chchd3",0.00173863325781178,-0.42155733066006,0.469,0.361,1,0,"NO"
"Ints2",0.00174990512993534,-0.623084137918651,0.137,0.11,1,0,"NO"
"Ncdn",0.0017544919364443,-0.700471733241221,0.111,0.088,1,0,"NO"
"Edrf1",0.00182440032190311,-1.24212256356305,0.153,0.161,1,0,"NO"
"Ssr1",0.0018320324834933,-0.596355637188972,0.104,0.083,1,0,"NO"
"Fyb",0.0018339071004165,0.232326149029612,0.223,0.2,1,0,"NO"
"Kdm2b",0.00184253270683274,-0.973520343364354,0.229,0.229,1,0,"NO"
"Zfp869",0.00186223285636921,-0.657925455070308,0.145,0.117,1,0,"NO"
"Tstd2",0.00189909271618758,-0.413438212893785,0.112,0.09,1,0,"NO"
"Mcm9",0.00201127579151552,-0.526168425848987,0.148,0.121,1,0,"NO"
"Ppargc1b",0.00207332387827465,-0.989294626565667,0.089,0.102,1,0,"NO"
"Vps16",0.00216973628026114,-0.619528005686393,0.143,0.115,1,0,"NO"
"Slc7a6",0.00223099858628603,-0.530909331442202,0.114,0.092,1,0,"NO"
"Ndufs3",0.00225923549528543,-0.593697145638124,0.162,0.132,1,0,"NO"
"Gars",0.00228440210064974,-1.09126626265216,0.123,0.134,1,0,"NO"
"Smg7",0.00233144060367579,-0.915745484381269,0.317,0.293,1,0,"NO"
"Mcl1",0.00236153198616248,-1.18022622345565,0.098,0.111,1,0,"NO"
"Mlf2",0.00252611118302249,-0.742382699342397,0.12,0.096,1,0,"NO"
"Ctnna1",0.00260743583991116,-0.850461150319618,0.23,0.232,1,0,"NO"
"Erp29",0.00262117652762656,-0.678003376934423,0.164,0.134,1,0,"NO"
"Fubp3",0.00262363055347153,-0.68312027729743,0.161,0.131,1,0,"NO"
"Mbtps2",0.00265153414224428,-0.490957904049447,0.182,0.15,1,0,"NO"
"Nktr",0.00267494442034092,-0.452309815852197,0.56,0.43,1,0,"NO"
"Dek",0.00269437337966094,-0.559840980615225,0.137,0.112,1,0,"NO"
"Nsrp1",0.00270424091219336,-0.550201682135687,0.111,0.09,1,0,"NO"
"Nedd4l",0.00274828988161524,-0.533801598547455,0.502,0.451,1,0,"NO"
"Preb",0.00278827390402744,-1.04319125935232,0.195,0.198,1,0,"NO"
"Cnn3",0.00280680968244668,-0.899876315931266,0.183,0.19,1,0,"NO"
"Slc2a13",0.00281948067461345,-0.414469686173948,0.198,0.166,1,0,"NO"
"Rngtt",0.00288859205552245,-0.556739006865903,0.309,0.247,1,0,"NO"
"H2afv",0.00291769166165231,-0.582402470164031,0.109,0.088,1,0,"NO"
"Caap1",0.0030106290535383,-0.52365575048724,0.16,0.13,1,0,"NO"
"Mdm2",0.00301096626271746,-0.909678796692464,0.309,0.292,1,0,"NO"
"Sp1",0.0031147785937679,-0.534439279034448,0.166,0.136,1,0,"NO"
"Rps27",0.00312762924137264,-0.863065335888138,0.116,0.093,1,0,"NO"
"Rnf217",0.00315463782927236,-0.539396635824882,0.148,0.121,1,0,"NO"
"Myo16",0.00318204853265776,-0.309726890663178,0.159,0.133,1,0,"NO"
"Ubap2",0.00326083374035953,-0.870503387058507,0.224,0.223,1,0,"NO"
"Myof",0.00328151838628632,-0.680582270255247,0.094,0.109,1,0,"NO"
"Stxbp1",0.00337900156047794,-0.611891354841185,0.19,0.157,1,0,"NO"
"Plekha2",0.00344128164940295,-0.809041329214616,0.145,0.157,1,0,"NO"
"Tbc1d10a",0.00347747104593581,-1.0228052935541,0.092,0.104,1,0,"NO"
"Srsf5",0.00356572922216008,-0.400480212529591,0.642,0.482,1,0,"NO"
"Suco",0.00365567292096477,-0.63374442759124,0.213,0.173,1,0,"NO"
"Nom1",0.00381416613932182,-0.375355954850257,0.1,0.081,1,0,"NO"
"Fastk",0.0038274248111425,-0.97431673800069,0.099,0.111,1,0,"NO"
"Nup160",0.00385283451809253,-0.47631859607791,0.167,0.136,1,0,"NO"
"Cc2d1b",0.00402143889465529,-1.15740681105902,0.14,0.148,1,0,"NO"
"Stk25",0.00412779192074036,-0.770124020379664,0.19,0.154,1,0,"NO"
"Ptpn13",0.00420441940551105,-0.161309355120933,0.195,0.166,1,0,"NO"
"Tacc2",0.00428041766869135,-1.13345103073941,0.12,0.131,1,0,"NO"
"Tut4",0.0043211174011687,-0.534960437221678,0.416,0.326,1,0,"NO"
"Rbm22",0.00438043988207805,-0.696023364465052,0.121,0.098,1,0,"NO"
"Hps5",0.00454112655835626,-0.71273172126933,0.189,0.154,1,0,"NO"
"Zbtb40",0.00473965723751329,-0.468705308665625,0.132,0.109,1,0,"NO"
"Ttc39b",0.00480194959180492,-0.520446708772496,0.137,0.113,1,0,"NO"
"Cltc",0.00480782966216945,-0.451124608628545,0.394,0.314,1,0,"NO"
"Smg1",0.00486343186800065,-0.410881019454217,0.526,0.407,1,0,"NO"
"Eif4g3",0.00488881043960397,-0.42070228613262,0.701,0.565,1,0,"NO"
"Meg3",0.0051236629308349,-0.546423230027887,0.633,0.503,1,0,"NO"
"Cmtr1",0.00518430012727715,-0.664255270683865,0.202,0.165,1,0,"NO"
"Bcl2",0.00552796807247781,-0.306296072797331,0.238,0.207,1,0,"NO"
"Utp14a",0.00587589651315939,-0.63269411386172,0.179,0.148,1,0,"NO"
"Dnajc7",0.00589360466553898,-0.725956236928428,0.494,0.42,1,0,"NO"
"Rgcc",0.0061134881126612,-0.57955689112832,0.139,0.152,1,0,"NO"
"Pfkfb3",0.00611657585182746,-0.587208962304589,0.145,0.158,1,0,"NO"
"Gsr",0.00618597434304232,-0.537000857542009,0.136,0.113,1,0,"NO"
"Aatf",0.00626972997037868,-0.495473309056318,0.237,0.196,1,0,"NO"
"Cdk5rap2",0.00640376387592327,-0.441459630247017,0.315,0.26,1,0,"NO"
"Azi2",0.00644096998845248,-0.719783649548824,0.163,0.134,1,0,"NO"
"Tgs1",0.00645516582083046,-0.888892462410779,0.18,0.185,1,0,"NO"
"Scly",0.00657334065090485,-0.399061659723371,0.146,0.123,1,0,"NO"
"Mindy1",0.00660279764610326,-0.724498690097872,0.125,0.102,1,0,"NO"
"Ywhae",0.00689905095733893,-0.489419502145287,0.358,0.287,1,0,"NO"
"Upf3b",0.00693191627741985,-0.866564779771612,0.318,0.295,1,0,"NO"
"Dbnl",0.00696612590991653,-1.07122724806168,0.123,0.132,1,0,"NO"
"Ppm1h",0.00707787051559106,-0.0328425047611511,0.455,0.399,1,0,"NO"
"Zfp91",0.00718985205274564,-0.625360539787349,0.273,0.223,1,0,"NO"
"Brpf3",0.00744871537445593,-1.16580173559193,0.118,0.128,1,0,"NO"
"Washc4",0.00770141648419384,-0.425815349546975,0.323,0.26,1,0,"NO"
"Rsrc2",0.00774944617747305,-0.573959471214871,0.382,0.302,1,0,"NO"
"1700025G04Rik",0.00780730204620262,-0.363405257168229,0.349,0.29,1,0,"NO"
"Myo9b",0.00788033357523374,-0.445958357158125,0.384,0.312,1,0,"NO"
"Szrd1",0.00791100493523165,-0.992418290458244,0.152,0.16,1,0,"NO"
"Trim26",0.00801221810306084,-0.626603944635454,0.129,0.107,1,0,"NO"
"Nus1",0.00802132672924562,-1.01919670273307,0.096,0.106,1,0,"NO"
"Aven",0.00804182567071825,-0.405417200864043,0.122,0.102,1,0,"NO"
"Canx",0.00811452557932387,-0.869123440490448,0.249,0.242,1,0,"NO"
"Trim37",0.00836984541564778,-0.510327979249987,0.187,0.156,1,0,"NO"
"Ptms",0.00838544433323592,-0.804424127678221,0.176,0.145,1,0,"NO"
"Ythdc1",0.00849889952921896,-0.558773635832092,0.388,0.308,1,0,"NO"
"Dhx9",0.00881203164936345,-0.534077907580343,0.246,0.204,1,0,"NO"
"Arhgdia",0.00916597715059452,-1.26213421792934,0.104,0.114,1,0,"NO"
"Metap1",0.00937451076112993,-1.0788710258408,0.092,0.102,1,0,"NO"
"Vav1",0.00958704371354333,-0.284886749410896,0.112,0.095,1,0,"NO"
"Focad",0.00971492353989143,-0.664985628203595,0.269,0.22,1,0,"NO"
"Gxylt1",0.00994467257088936,-1.04356164486998,0.124,0.133,1,0,"NO"
"Senp1",0.0100210767813868,-0.912934577836442,0.238,0.232,1,0,"NO"
"Rrp1",0.0101262466028794,-0.563676667492462,0.122,0.102,1,0,"NO"
"Rock2",0.0101485955396836,-0.672093591130622,0.4,0.36,1,0,"NO"
"Prkch",0.0104213542255541,-0.265563508819531,0.138,0.118,1,0,"NO"
"Acadm",0.0104845615092036,-0.652071678252544,0.104,0.085,1,0,"NO"
"Peak1",0.0106834576182829,-0.618916889141459,0.354,0.287,1,0,"NO"
"Reps2",0.0108030452936453,-0.663907227059709,0.265,0.258,1,0,"NO"
"Tpst2",0.0108969423940236,-0.538951919538781,0.11,0.091,1,0,"NO"
"Farsa",0.0108994542178331,-0.549915040571042,0.137,0.114,1,0,"NO"
"Setx",0.0111383679040715,-0.53891539653039,0.352,0.283,1,0,"NO"
"U2af2",0.0112378270018487,-0.989956120650438,0.257,0.247,1,0,"NO"
"Gatad2a",0.011404167919848,-0.789825423197634,0.194,0.197,1,0,"NO"
"Hat1",0.0114382634950204,-0.984072661455339,0.101,0.112,1,0,"NO"
"Pik3cd",0.0116247502622248,-0.586284768654873,0.163,0.174,1,0,"NO"
"Mrpl24",0.0117627085577919,-0.765210377978243,0.127,0.105,1,0,"NO"
"Prkag1",0.0121193220324096,-0.884877847210578,0.203,0.203,1,0,"NO"
"Maz",0.0121356309704285,-0.553987283732693,0.102,0.085,1,0,"NO"
"Ppp1r16a",0.0122493443298323,-1.23148254439259,0.091,0.1,1,0,"NO"
"Xrcc5",0.0124500253111041,-0.55259236861011,0.172,0.144,1,0,"NO"
"Map1b",0.0129201652318129,0.0592177356476136,0.319,0.328,1,0,"NO"
"Nsun2",0.0129917344445464,-0.991708409333859,0.138,0.146,1,0,"NO"
"Prpf3",0.0129981015908688,-0.542897511852442,0.149,0.125,1,0,"NO"
"Rbm6",0.0130489848777793,-0.367422895196435,0.609,0.471,1,0,"NO"
"Rab21",0.0133430980917829,-0.675675164568774,0.223,0.184,1,0,"NO"
"Lrrfip1",0.0141925181365246,-0.7065276662853,0.298,0.285,1,0,"NO"
"Matk",0.0144373446155043,-0.821533129588686,0.127,0.105,1,0,"NO"
"Zc3h7a",0.0151397229696497,-0.822260479789574,0.403,0.354,1,0,"NO"
"Rab1a",0.0161794117617753,-0.615448965805205,0.219,0.184,1,0,"NO"
"Nrros",0.0163164359511561,-0.46866269526103,0.182,0.156,1,0,"NO"
"E2f3",0.0163381006903993,-0.668626569114429,0.267,0.26,1,0,"NO"
"Cplane1",0.0164579951063035,-0.474721833006168,0.459,0.363,1,0,"NO"
"Arpc1a",0.0165137706018342,-0.780519472362255,0.241,0.198,1,0,"NO"
"Atraid",0.0165406652944438,-0.855247879002968,0.151,0.125,1,0,"NO"
"Paip1",0.0165635123677054,-0.642029850391454,0.139,0.116,1,0,"NO"
"Xrcc1",0.0166443130495807,-1.09086043894005,0.1,0.109,1,0,"NO"
"Slc25a25",0.0169266861511948,-0.823240075901483,0.116,0.125,1,0,"NO"
"Otulin",0.0171649802100547,-0.614567394830903,0.223,0.187,1,0,"NO"
"Tomm34",0.0174060121212165,-1.04462234177971,0.124,0.132,1,0,"NO"
"Fam193b",0.0175508775767602,-0.711626952440081,0.438,0.341,1,0,"NO"
"Ppox",0.0177170727727843,-1.17007787738645,0.116,0.124,1,0,"NO"
"Rps2",0.0178865006088756,-1.2420511504632,0.127,0.134,1,0,"NO"
"Cope",0.0179793986449582,-1.16046776890922,0.096,0.105,1,0,"NO"
"Rubcn",0.0181865386969541,-0.924191854724153,0.276,0.258,1,0,"NO"
"Fam53a",0.0194230444599405,-0.772958223429433,0.102,0.085,1,0,"NO"
"Stk40",0.0196796336546799,-0.961920059336443,0.136,0.115,1,0,"NO"
"Trabd",0.0208152002415042,-0.744525667174265,0.104,0.087,1,0,"NO"
"Nol11",0.0213181030821309,-0.604280875854738,0.114,0.096,1,0,"NO"
"Ubtd1",0.0214379208491016,-0.345712478699074,0.137,0.118,1,0,"NO"
"Arpc4",0.0221732657046312,-0.771354564922578,0.11,0.092,1,0,"NO"
"Nckap1l",0.0221881672450502,-0.0776885139500054,0.128,0.113,1,0,"NO"
"Dnajc21",0.0222415049486686,-0.588500865344497,0.157,0.133,1,0,"NO"
"Stk38l",0.0223113343257509,-0.621190447880714,0.107,0.09,1,0,"NO"
"Adar",0.0224042434484529,-0.765556821489934,0.302,0.283,1,0,"NO"
"Rpap1",0.0224058018018268,-0.700925327850613,0.102,0.085,1,0,"NO"
"Paxbp1",0.0239934768992365,-0.941271791227235,0.359,0.315,1,0,"NO"
"Slit3",0.0243329763481937,-0.777591010960568,0.13,0.109,1,0,"NO"
"Lzts2",0.0246598182362288,-0.352425469038724,0.255,0.22,1,0,"NO"
"Map3k5",0.0246598686740396,-0.310719411383018,0.258,0.224,1,0,"NO"
"Smchd1",0.0247024117721353,-0.556389592584028,0.421,0.334,1,0,"NO"
"Chmp5",0.0248529307904937,-0.913182263738887,0.091,0.1,1,0,"NO"
"Ddx55",0.0248781925182157,-0.74911837025227,0.16,0.135,1,0,"NO"
"Mia3",0.0250234991107913,-0.676253252422949,0.277,0.229,1,0,"NO"
"Rfc1",0.0256706235780612,-0.833871945261137,0.217,0.214,1,0,"NO"
"Grin2a",0.0268277914653489,-0.597680766348104,0.145,0.123,1,0,"NO"
"Hmgb1",0.0272093571336142,-0.660614693834117,0.238,0.199,1,0,"NO"
"Hsp90aa1",0.0274075803299326,-0.774270631449653,0.34,0.312,1,0,"NO"
"Fam120a",0.0274106043436843,-0.636332632852946,0.373,0.299,1,0,"NO"
"Arrb2",0.0276360538558133,-0.541408063382383,0.16,0.137,1,0,"NO"
"B4galt3",0.0282402539151676,-1.22785766821886,0.093,0.101,1,0,"NO"
"Cpsf6",0.0291808974390507,-0.606089900091823,0.313,0.256,1,0,"NO"
"Eif2s3x",0.0292017230750505,-0.985701630083696,0.128,0.134,1,0,"NO"
"Dcaf13",0.0295692137647592,-1.04518185360651,0.098,0.106,1,0,"NO"
"Nkx2-2os",0.030683651905189,-0.565703337009534,0.198,0.203,1,0,"NO"
"Cdc5l",0.0320858346906672,-0.601797869486411,0.178,0.151,1,0,"NO"
"Platr25",0.0322949831876665,-0.732030567449918,0.186,0.156,1,0,"NO"
"Ewsr1",0.0323780267793746,-0.449661619897858,0.562,0.428,1,0,"NO"
"Abhd2",0.0323831853139927,-0.320265968561542,0.294,0.251,1,0,"NO"
"Kdm6b",0.0342615288706112,-0.742326958386042,0.148,0.125,1,0,"NO"
"Fam133b",0.0353893784014809,-0.704101194986992,0.235,0.195,1,0,"NO"
"Cox8a",0.0354704540023234,-0.769439451256605,0.109,0.093,1,0,"NO"
"Rela",0.0364176314320247,-0.778487520109753,0.103,0.087,1,0,"NO"
"Srsf6",0.0373114778469754,-0.581716869672174,0.406,0.324,1,0,"NO"
"Znfx1",0.0380322177150122,-0.817164828117609,0.166,0.17,1,0,"NO"
"Tep1",0.0380828706332101,-0.737517088667184,0.104,0.113,1,0,"NO"
"Cand1",0.0382259620974678,-0.670528046016804,0.151,0.128,1,0,"NO"
"Sap30bp",0.0382286302182888,-0.746630182093537,0.15,0.128,1,0,"NO"
"Srsf7",0.0387499488112873,-0.683907778390639,0.346,0.278,1,0,"NO"
"Zfp26",0.0387750341792966,-0.777433624124747,0.123,0.104,1,0,"NO"
"Fhod3",0.0391531471578674,-0.800189010491222,0.114,0.122,1,0,"NO"
"Adcy6",0.0395549696441398,-0.843639955526442,0.1,0.085,1,0,"NO"
"Asph",0.0395963982534956,-0.105645953247929,0.268,0.237,1,0,"NO"
"Selenoi",0.0396029820595624,-0.6379923418411,0.126,0.107,1,0,"NO"
"Diaph1",0.0396764496935128,-0.56942738999302,0.187,0.161,1,0,"NO"
"Tpm1",0.0399415411855871,-0.685085079118523,0.169,0.143,1,0,"NO"
"Hp1bp3",0.0401078307247902,-0.695566562103886,0.308,0.251,1,0,"NO"
"Fbxw5",0.0415671610970341,-1.02692675688644,0.122,0.103,1,0,"NO"
"Tfcp2",0.0416451047084675,-0.731296975133615,0.242,0.202,1,0,"NO"
"Arhgap15",0.0421550228437423,-0.195321771862668,0.158,0.169,1,0,"NO"
"Skap2",0.0434427504814388,-0.446346811910308,0.265,0.267,1,0,"NO"
